6,1634,135,27,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
17,158,62507,0,5,0,0,0,0,0,17,20,0,6,7,0,0,100,24829,24829,0
6,3444,55447,26,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,356,135,27,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,1921,443,26,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
17,68,51776,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,79,443,24,1,0,0,0,0,0,0,5,0,3,1,0,0,100,237,237,0
6,400,1433,24,10,5,0,0,5,0,0,30,0,28,7,0,0,100,17331,17331,0
6,416,37118,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
1,144,3,0,1,0,3,0,0,0,3,0,0,0,1,0,100,0,432,432,0
17,158,62507,0,5,0,0,0,0,0,17,20,0,6,7,0,0,100,24829,24829,0
6,400,1433,24,10,5,0,0,5,0,0,30,0,28,7,0,0,100,17331,17331,0
6,982,443,24,1,0,0,0,0,0,0,7,0,4,1,0,0,100,3928,3928,0
6,416,37118,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
17,120,59550,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
17,90,60511,0,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
17,68,51776,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,308,49415,24,4,2,0,3,0,0,38,51,0,8,10,0,0,100,201549,201549,0
6,3444,55447,26,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
1,144,3,0,1,0,3,0,0,0,3,0,0,0,1,0,100,0,432,432,0
6,3444,55447,26,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,1921,443,26,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,982,443,24,1,0,0,0,0,0,0,7,0,4,1,0,0,100,3928,3928,0
6,982,443,24,1,0,0,0,0,0,0,7,0,4,1,0,0,100,3928,3928,0
6,416,37118,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,416,37118,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
17,158,62507,0,5,0,0,0,0,0,17,20,0,6,7,0,0,100,24829,24829,0
6,332,443,24,5,0,0,0,0,0,0,17,0,17,5,0,0,100,32588,32588,0
6,400,1433,24,10,5,0,0,5,0,0,30,0,28,7,0,0,100,17331,17331,0
6,38268,48578,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,93,1433,16,10,5,0,0,5,0,0,30,0,28,7,0,0,100,17331,17331,0
6,93,1433,16,10,5,0,0,5,0,0,30,0,28,7,0,0,100,17331,17331,0
6,38268,48578,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,125,49900,24,13,18,0,0,16,0,66,105,0,23,27,0,0,100,81879,81879,0
6,38268,48578,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,125,49900,24,13,18,0,0,16,0,66,105,0,23,27,0,0,100,81879,81879,0
6,472,49162,24,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,356,135,27,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,132,7680,19,8,13,0,0,14,0,79,121,0,17,23,0,0,100,74174,74174,0
17,384,137,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,3969,443,24,11,1,0,0,0,0,0,59,0,50,13,0,0,100,59881,59881,0
17,169,54364,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,479,50802,24,4,13,0,4,5,0,74,69,0,7,15,0,0,100,44098,44098,0
6,40,54323,16,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
6,479,50802,24,4,13,0,4,5,0,74,69,0,7,15,0,0,100,44098,44098,0
6,479,50802,24,4,13,0,4,5,0,74,69,0,7,15,0,0,100,44098,44098,0
6,119,50809,24,4,13,0,4,5,0,74,69,0,7,15,0,0,100,44098,44098,0
6,52,53812,16,1,0,0,0,0,0,4,3,0,0,1,0,0,100,208,208,0
17,62,59455,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,40,54323,16,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
17,384,137,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,52,53812,16,1,0,0,0,0,0,4,3,0,0,1,0,0,100,208,208,0
6,41,445,16,34,15,0,0,14,0,19,112,0,97,29,0,0,100,441116,441116,0
6,119,50809,24,4,13,0,4,5,0,74,69,0,7,15,0,0,100,44098,44098,0
6,52,53812,16,1,0,0,0,0,0,4,3,0,0,1,0,0,100,208,208,0
6,38268,48578,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,119,50809,24,4,13,0,4,5,0,74,69,0,7,15,0,0,100,44098,44098,0
6,40,54964,16,8,13,0,0,14,0,79,121,0,17,23,0,0,100,74174,74174,0
17,62,59455,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
17,62,59455,0,7,10,0,0,14,0,70,53,0,4,9,0,0,100,71267,71267,0
6,1921,443,26,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,533,25141,26,2,3,0,0,7,0,10,9,0,0,4,0,0,100,23585,23585,0
1,144,3,0,1,0,3,0,0,0,3,0,0,0,1,0,100,0,432,432,0
6,1302,58598,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,4801,443,24,1,0,0,0,0,0,0,4,0,3,1,0,0,100,14403,14403,0
17,160,53,0,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,332,443,24,5,0,0,0,0,0,0,17,0,17,5,0,0,100,32588,32588,0
6,1302,58598,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,472,49162,24,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,1302,58598,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,494,51742,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,160,50201,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,600,52494,16,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
6,415,443,24,8,0,0,0,0,0,0,29,0,34,8,0,0,100,12348,12348,0
6,415,443,24,8,0,0,0,0,0,0,29,0,34,8,0,0,100,12348,12348,0
6,517975,5985,24,12,21,0,1,15,0,15,47,0,28,12,0,0,100,3701650,3701650,0
6,517975,5985,24,12,21,0,1,15,0,15,47,0,28,12,0,0,100,3701650,3701650,0
6,4157,53855,24,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
6,8013,389,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,52,49768,16,2,0,0,0,0,0,4,7,0,0,2,0,0,100,526,526,0
6,708,445,24,9,7,0,0,13,0,11,21,0,27,11,0,0,100,42045,42045,0
6,2775,55669,30,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,3237,55670,30,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
17,267,161,0,111,0,0,0,0,0,0,472,0,369,50,0,0,100,30354,30354,0
6,4157,53855,24,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
6,249,443,24,10,0,0,0,7,0,0,35,0,32,11,0,0,100,63209,63209,0
6,2775,55669,30,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,708,445,24,9,7,0,0,13,0,11,21,0,27,11,0,0,100,42045,42045,0
6,3237,55670,30,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,517975,5985,24,12,21,0,1,15,0,15,47,0,28,12,0,0,100,3701650,3701650,0
6,160,50201,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,66,80,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,160,50201,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,41,445,16,15,5,0,0,8,0,6,44,0,57,16,0,0,100,163753,163753,0
6,415,443,24,8,0,0,0,0,0,0,29,0,34,8,0,0,100,12348,12348,0
6,415,443,24,8,0,0,0,0,0,0,29,0,34,8,0,0,100,12348,12348,0
6,517975,5985,24,12,21,0,1,15,0,15,47,0,28,12,0,0,100,3701650,3701650,0
6,708,445,24,9,7,0,0,13,0,11,21,0,27,11,0,0,100,42045,42045,0
6,494,51742,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
17,267,161,0,111,0,0,0,0,0,0,472,0,369,50,0,0,100,30354,30354,0
6,41,445,16,15,5,0,0,8,0,6,44,0,57,16,0,0,100,163753,163753,0
6,80,54258,17,4,2,0,3,0,0,38,51,0,8,10,0,0,100,201549,201549,0
6,66,80,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,248,443,24,17,3,0,0,3,0,0,48,0,82,18,0,0,100,75803,75803,0
6,287,51602,27,2,19,0,0,16,0,9,25,0,15,7,0,0,100,9923,9923,0
6,66,80,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,860,55685,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,2624,443,24,2,0,0,0,0,0,0,11,0,5,2,0,0,100,11100,11100,0
6,469,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,40,54728,16,5,7,0,0,6,0,38,59,0,22,17,0,0,100,28218,28218,0
17,83,49775,0,2,0,6,0,0,0,11,10,0,0,3,0,54.5455,45.4545,735,735,0
6,21419,44030,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,309,443,24,5,0,0,0,0,0,0,24,0,23,7,0,0,100,10078,10078,0
6,249,443,24,10,0,0,0,7,0,0,35,0,32,11,0,0,100,63209,63209,0
6,249,443,24,10,0,0,0,7,0,0,35,0,32,11,0,0,100,63209,63209,0
6,469,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,520885,5985,24,12,21,0,1,15,0,15,47,0,28,12,0,0,100,3701650,3701650,0
6,2624,443,24,2,0,0,0,0,0,0,11,0,5,2,0,0,100,11100,11100,0
6,40,54728,16,5,7,0,0,6,0,38,59,0,22,17,0,0,100,28218,28218,0
6,287,51602,27,2,19,0,0,16,0,9,25,0,15,7,0,0,100,9923,9923,0
6,4157,53855,24,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
6,41,445,16,15,5,0,0,8,0,6,44,0,57,16,0,0,100,163753,163753,0
6,600,52494,16,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
6,4157,53855,24,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
6,2775,55669,30,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,248,443,24,17,3,0,0,3,0,0,48,0,82,18,0,0,100,75803,75803,0
6,494,51743,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,3237,55670,30,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,8013,389,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
17,221,60978,0,3,0,0,0,0,0,7,10,0,3,3,0,0,100,3583,3583,0
6,520885,5985,24,12,21,0,1,15,0,15,47,0,28,12,0,0,100,3701650,3701650,0
17,267,161,0,111,0,0,0,0,0,0,472,0,369,50,0,0,100,30354,30354,0
6,40,443,16,3,0,0,0,0,0,0,16,0,6,3,0,0,100,6760,6760,0
17,267,161,0,111,0,0,0,0,0,0,472,0,369,50,0,0,100,30354,30354,0
6,708,445,24,9,7,0,0,13,0,11,21,0,27,11,0,0,100,42045,42045,0
6,160,50201,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,40,443,16,3,0,0,0,0,0,0,16,0,6,3,0,0,100,6760,6760,0
6,494,51743,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,80,54258,17,4,2,0,3,0,0,38,51,0,8,10,0,0,100,201549,201549,0
6,494,51742,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
17,76,123,0,3,0,0,0,0,0,7,10,0,3,3,0,0,100,3583,3583,0
6,17544,3268,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,6278,61810,24,5,0,0,0,0,0,17,20,0,6,7,0,0,100,24829,24829,0
6,80,44933,17,2,3,0,0,7,0,10,9,0,0,4,0,0,100,23585,23585,0
6,248,443,24,17,3,0,0,3,0,0,48,0,82,18,0,0,100,75803,75803,0
6,17544,3268,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,494,51743,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,40,54728,16,5,7,0,0,6,0,38,59,0,22,17,0,0,100,28218,28218,0
6,2217,51744,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,2217,51744,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,77220,389,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
17,83,49775,0,2,0,6,0,0,0,11,10,0,0,3,0,54.5455,45.4545,735,735,0
6,9671,44031,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,415,443,24,6,0,0,0,0,0,0,22,0,34,9,0,0,100,33992,33992,0
17,12864,1514,0,9,15,0,0,15,0,26,38,0,19,10,0,0,100,584830,584830,0
6,2338,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,415,443,24,6,0,0,0,0,0,0,22,0,34,9,0,0,100,33992,33992,0
6,41,49886,16,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,847,49165,24,9,5,0,0,13,0,4,46,0,25,9,0,0,100,17854,17854,0
6,415,443,24,9,0,0,0,0,0,0,26,0,32,9,0,0,100,13245,13245,0
6,17239,50654,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
17,12864,1514,0,9,15,0,0,15,0,26,38,0,19,10,0,0,100,584830,584830,0
6,847,49165,24,9,5,0,0,13,0,4,46,0,25,9,0,0,100,17854,17854,0
6,4540,3268,16,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,77220,389,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,2338,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,356,135,27,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,4572,61936,24,2,0,0,0,0,0,5,12,0,0,2,0,0,100,14310,14310,0
6,415,443,24,17,3,0,0,3,0,0,48,0,82,18,0,0,100,75803,75803,0
6,4540,3268,16,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,6598,49161,26,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
17,19080,1514,0,9,15,0,0,15,0,26,38,0,19,10,0,0,100,584830,584830,0
6,166,443,24,5,0,0,0,0,0,0,12,0,16,5,0,0,100,8754,8754,0
6,17239,50654,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,4540,3268,16,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,120,54181,16,5,10,0,3,5,0,159,175,0,2,30,0,0,100,198763,198763,0
6,120,54181,16,5,10,0,3,5,0,159,175,0,2,30,0,0,100,198763,198763,0
6,847,49165,24,9,5,0,0,13,0,4,46,0,25,9,0,0,100,17854,17854,0
6,77220,389,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,166,443,24,5,0,0,0,0,0,0,12,0,16,5,0,0,100,8754,8754,0
6,360,52620,16,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
6,4572,61936,24,2,0,0,0,0,0,5,12,0,0,2,0,0,100,14310,14310,0
6,40,53921,16,1,0,0,0,0,0,4,6,0,0,2,0,0,100,8136,8136,0
6,1302,47765,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,52,50114,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,1302,47765,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,4540,3268,16,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,52,50114,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,6598,49161,26,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
6,3185,55667,28,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,52,443,16,1,0,0,0,0,0,0,1,0,6,1,0,0,100,312,312,0
6,40,443,17,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,3185,55667,28,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,249,443,24,7,0,0,0,3,0,0,17,0,36,9,0,0,100,141789,141789,0
6,249,443,24,7,0,0,0,3,0,0,17,0,36,9,0,0,100,141789,141789,0
6,52,443,16,1,0,0,0,0,0,0,1,0,6,1,0,0,100,312,312,0
6,52,443,16,1,0,0,0,0,0,0,1,0,6,1,0,0,100,312,312,0
6,40,443,17,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,249,443,24,7,0,0,0,3,0,0,17,0,36,9,0,0,100,141789,141789,0
6,249,443,24,7,0,0,0,3,0,0,17,0,36,9,0,0,100,141789,141789,0
6,347,443,24,7,0,0,0,0,0,0,23,0,25,8,0,0,100,12824,12824,0
6,249,443,24,7,0,0,0,3,0,0,17,0,36,9,0,0,100,141789,141789,0
6,52,58360,16,1,0,0,0,0,0,6,12,0,0,2,0,0,100,312,312,0
6,52,58360,16,1,0,0,0,0,0,6,12,0,0,2,0,0,100,312,312,0
6,837576,51126,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,52,58360,16,1,0,0,0,0,0,6,12,0,0,2,0,0,100,312,312,0
6,40,65121,16,8,13,0,0,14,0,79,121,0,17,23,0,0,100,74174,74174,0
6,125,49822,24,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
6,837576,51126,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,2864,35088,25,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,837576,51126,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,125,49822,24,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
6,125,49822,24,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
6,52,443,16,1,0,0,0,0,0,0,1,0,6,1,0,0,100,312,312,0
6,837576,51126,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,52,443,16,1,0,0,0,0,0,0,1,0,6,1,0,0,100,312,312,0
6,600,55986,16,7,12,0,0,11,0,68,98,0,22,29,0,0,100,144891,144891,0
6,2864,35088,25,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,3185,55667,28,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,347,443,24,7,0,0,0,0,0,0,23,0,25,8,0,0,100,12824,12824,0
6,52,443,16,1,0,0,0,0,0,0,1,0,6,1,0,0,100,312,312,0
6,600,55986,16,7,12,0,0,11,0,68,98,0,22,29,0,0,100,144891,144891,0
6,40,443,17,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,249,443,24,7,0,0,0,3,0,0,17,0,36,9,0,0,100,141789,141789,0
6,494,51742,219,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,860,55685,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,600,52494,16,4,4,0,0,5,0,46,17,0,4,15,0,0,100,86548,86548,0
17,83,49775,0,2,0,6,0,0,0,11,10,0,0,3,0,54.5455,45.4545,735,735,0
6,66,80,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
17,267,161,0,111,0,0,0,0,0,0,472,0,369,50,0,0,100,30354,30354,0
6,21419,44030,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,41,445,16,15,5,0,0,8,0,6,44,0,57,16,0,0,100,163753,163753,0
6,154,64604,24,5,10,0,3,5,0,159,175,0,2,30,0,0,100,198763,198763,0
6,154,64604,24,5,10,0,3,5,0,159,175,0,2,30,0,0,100,198763,198763,0
6,860,55685,24,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,4157,53855,24,2,0,0,0,0,0,44,34,0,0,12,0,0,100,52893,52893,0
6,6278,61810,24,5,0,0,0,0,0,17,20,0,6,7,0,0,100,24829,24829,0
6,708,445,24,9,7,0,0,13,0,11,21,0,27,11,0,0,100,42045,42045,0
6,80,44933,17,2,3,0,0,7,0,10,9,0,0,4,0,0,100,23585,23585,0
6,21419,44030,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,52,49165,16,9,5,0,0,13,0,4,46,0,25,9,0,0,100,17854,17854,0
6,2624,443,24,2,0,0,0,0,0,0,11,0,5,2,0,0,100,11100,11100,0
17,76,123,0,3,0,0,0,0,0,7,10,0,3,3,0,0,100,3583,3583,0
6,979,443,24,3,0,0,0,2,0,0,8,0,6,3,0,0,100,16428,16428,0
6,21419,44030,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
17,267,161,0,111,0,0,0,0,0,0,472,0,369,50,0,0,100,30354,30354,0
17,83,49775,0,2,0,6,0,0,0,11,10,0,0,3,0,54.5455,45.4545,735,735,0
6,52,50114,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,41,49886,16,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,6278,61810,24,5,0,0,0,0,0,17,20,0,6,7,0,0,100,24829,24829,0
6,3945,443,24,2,0,0,0,0,0,0,3,0,8,2,0,0,100,18520,18520,0
6,468,48063,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,400,58162,16,13,18,0,0,16,0,66,105,0,23,27,0,0,100,81879,81879,0
6,307,443,24,5,0,0,0,0,0,0,24,0,23,7,0,0,100,10078,10078,0
6,469,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,468,48063,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,17239,50654,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,3728,50152,27,4,167,0,0,179,0,148,217,0,97,48,0,0,100,318163,318163,0
6,166,443,24,5,0,0,0,0,0,0,12,0,16,5,0,0,100,8754,8754,0
6,469,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,3945,443,24,2,0,0,0,0,0,0,3,0,8,2,0,0,100,18520,18520,0
6,166,443,24,5,0,0,0,0,0,0,12,0,16,5,0,0,100,8754,8754,0
6,2338,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,469,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,41,49886,16,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,77220,389,24,170,140,0,35,237,0,90,627,0,521,81,0,0,100,6604330,6604330,0
17,19080,1514,0,9,15,0,0,15,0,26,38,0,19,10,0,0,100,584830,584830,0
6,9671,44031,24,23,60,0,6,70,0,101,212,0,118,47,0,0,100,1319420,1319420,0
6,2338,88,30,66,16,0,53,90,0,26,223,0,215,46,0,0,100,512196,512196,0
6,40,55678,16,10,17,0,18,42,0,50,146,0,61,26,0,0,100,5477862,5477862,0
6,120,54181,16,5,10,0,3,5,0,159,175,0,2,30,0,0,100,198763,198763,0
6,52,50114,16,3,0,0,0,0,0,52,76,0,1,14,0,0,100,42007,42007,0
6,120,54181,16,5,10,0,3,5,0,159,175,0,2,30,0,0,100,198763,198763,0
