0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.3125,0.00183404,0.0020611,0.121076,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
0.3125,0.00183404,0.0020611,0.121076,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
1,0.000144251,0.95432,0,0.0145455,0,0,0,0,0,0.00609975,0.00827472,0,0.00660793,0.075,0,0,1,0.00375347,0.00375347,0
0.3125,0.00390621,0.846532,0.116592,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.00037093,0.0020611,0.121076,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
0.3125,0.00216261,0.00676346,0.116592,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
1,4.12145e-05,0.790485,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,5.38078e-05,0.00676346,0.107623,0,0,0,0,0,0,0,0.00206868,0,0.00330396,0,0,0,1,2.98291e-05,2.98291e-05,0
0.3125,0.000421303,0.0218782,0.107623,0.0327273,0.0299401,0,0,0.021097,0,0,0.0124121,0,0.030837,0.075,0,0,1,0.00261815,0.00261815,0
0.3125,0.000439621,0.566696,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0,0.000128223,4.58022e-05,0,0,0,0.5,0,0,0,0.00107643,0,0,0,0,0,1,0,5.93554e-05,5.93554e-05,0
1,0.000144251,0.95432,0,0.0145455,0,0,0,0,0,0.00609975,0.00827472,0,0.00660793,0.075,0,0,1,0.00375347,0.00375347,0
0.3125,0.000421303,0.0218782,0.107623,0.0327273,0.0299401,0,0,0.021097,0,0,0.0124121,0,0.030837,0.075,0,0,1,0.00261815,0.00261815,0
0.3125,0.0010876,0.00676346,0.107623,0,0,0,0,0,0,0,0.00289615,0,0.00440529,0,0,0,1,0.000588708,0.000588708,0
0.3125,0.000439621,0.566696,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
1,0.000100746,0.909174,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
1,6.64011e-05,0.923846,0,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
1,4.12145e-05,0.790485,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,0.000315977,0.754439,0.107623,0.0109091,0.011976,0,0.0566038,0,0,0.0136347,0.0211005,0,0.00881057,0.1125,0,0,1,0.0305118,0.0305118,0
0.3125,0.00390621,0.846532,0.116592,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0,0.000128223,4.58022e-05,0,0,0,0.5,0,0,0,0.00107643,0,0,0,0,0,1,0,5.93554e-05,5.93554e-05,0
0.3125,0.00390621,0.846532,0.116592,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.00216261,0.00676346,0.116592,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.0010876,0.00676346,0.107623,0,0,0,0,0,0,0,0.00289615,0,0.00440529,0,0,0,1,0.000588708,0.000588708,0
0.3125,0.0010876,0.00676346,0.107623,0,0,0,0,0,0,0,0.00289615,0,0.00440529,0,0,0,1,0.000588708,0.000588708,0
0.3125,0.000439621,0.566696,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.000439621,0.566696,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
1,0.000144251,0.95432,0,0.0145455,0,0,0,0,0,0.00609975,0.00827472,0,0.00660793,0.075,0,0,1,0.00375347,0.00375347,0
0.3125,0.000343454,0.00676346,0.107623,0.0145455,0,0,0,0,0,0,0.00703351,0,0.0187225,0.05,0,0,1,0.00492831,0.00492831,0
0.3125,0.000421303,0.0218782,0.107623,0.0327273,0.0299401,0,0,0.021097,0,0,0.0124121,0,0.030837,0.075,0,0,1,0.00261815,0.00261815,0
0.3125,0.0437743,0.74166,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,6.98356e-05,0.0218782,0.0717489,0.0327273,0.0299401,0,0,0.021097,0,0,0.0124121,0,0.030837,0.075,0,0,1,0.00261815,0.00261815,0
0.3125,6.98356e-05,0.0218782,0.0717489,0.0327273,0.0299401,0,0,0.021097,0,0,0.0124121,0,0.030837,0.075,0,0,1,0.00261815,0.00261815,0
0.3125,0.0437743,0.74166,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.000106471,0.761844,0.107623,0.0436364,0.107784,0,0,0.0675105,0,0.0236814,0.0434423,0,0.0253304,0.325,0,0,1,0.0123918,0.0123918,0
0.3125,0.0437743,0.74166,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.000106471,0.761844,0.107623,0.0436364,0.107784,0,0,0.0675105,0,0.0236814,0.0434423,0,0.0253304,0.325,0,0,1,0.0123918,0.0123918,0
0.3125,0.000503732,0.750576,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
0.3125,0.00037093,0.0020611,0.121076,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
0.3125,0.000114485,0.117254,0.0852018,0.0254545,0.0778443,0,0,0.0590717,0,0.0283459,0.0500621,0,0.0187225,0.275,0,0,1,0.0112251,0.0112251,0
1,0.000402986,0.00209163,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,0.00450726,0.00676346,0.107623,0.0363636,0.00598802,0,0,0,0,0,0.0244104,0,0.0550661,0.15,0,0,1,0.00906093,0.00906093,0
1,0.000156844,0.829997,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,0.000511746,0.775615,0.107623,0.0109091,0.0778443,0,0.0754717,0.021097,0,0.0265518,0.0285478,0,0.00770925,0.175,0,0,1,0.00667112,0.00667112,0
0.3125,9.15877e-06,0.829371,0.0717489,0.00363636,0,0,0,0,0,0.0157876,0.014067,0,0,0.1375,0,0,1,0.00800283,0.00800283,0
0.3125,0.000511746,0.775615,0.107623,0.0109091,0.0778443,0,0.0754717,0.021097,0,0.0265518,0.0285478,0,0.00770925,0.175,0,0,1,0.00667112,0.00667112,0
0.3125,0.000511746,0.775615,0.107623,0.0109091,0.0778443,0,0.0754717,0.021097,0,0.0265518,0.0285478,0,0.00770925,0.175,0,0,1,0.00667112,0.00667112,0
0.3125,9.96016e-05,0.775722,0.107623,0.0109091,0.0778443,0,0.0754717,0.021097,0,0.0265518,0.0285478,0,0.00770925,0.175,0,0,1,0.00667112,0.00667112,0
0.3125,2.28969e-05,0.82157,0.0717489,0,0,0,0,0,0,0.00143524,0.00124121,0,0,0,0,0,1,2.5438e-05,2.5438e-05,0
1,3.43454e-05,0.907724,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,9.15877e-06,0.829371,0.0717489,0.00363636,0,0,0,0,0,0.0157876,0.014067,0,0,0.1375,0,0,1,0.00800283,0.00800283,0
1,0.000402986,0.00209163,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,2.28969e-05,0.82157,0.0717489,0,0,0,0,0,0,0.00143524,0.00124121,0,0,0,0,0,1,2.5438e-05,2.5438e-05,0
0.3125,1.03036e-05,0.006794,0.0717489,0.12,0.0898204,0,0,0.0590717,0,0.00681737,0.0463384,0,0.106828,0.35,0,0,1,0.0667863,0.0667863,0
0.3125,9.96016e-05,0.775722,0.107623,0.0109091,0.0778443,0,0.0754717,0.021097,0,0.0265518,0.0285478,0,0.00770925,0.175,0,0,1,0.00667112,0.00667112,0
0.3125,2.28969e-05,0.82157,0.0717489,0,0,0,0,0,0,0.00143524,0.00124121,0,0,0,0,0,1,2.5438e-05,2.5438e-05,0
0.3125,0.0437743,0.74166,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,9.96016e-05,0.775722,0.107623,0.0109091,0.0778443,0,0.0754717,0.021097,0,0.0265518,0.0285478,0,0.00770925,0.175,0,0,1,0.00667112,0.00667112,0
0.3125,9.15877e-06,0.839158,0.0717489,0.0254545,0.0778443,0,0,0.0590717,0,0.0283459,0.0500621,0,0.0187225,0.275,0,0,1,0.0112251,0.0112251,0
1,3.43454e-05,0.907724,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
1,3.43454e-05,0.907724,0,0.0218182,0.0598802,0,0,0.0590717,0,0.0251166,0.021928,0,0.00440529,0.1,0,0,1,0.010785,0.010785,0
0.3125,0.00216261,0.00676346,0.116592,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.000573568,0.383838,0.116592,0.00363636,0.0179641,0,0,0.0295359,0,0.00358809,0.00372362,0,0,0.0375,0,0,1,0.00356511,0.00356511,0
0,0.000128223,4.58022e-05,0,0,0,0.5,0,0,0,0.00107643,0,0,0,0,0,1,0,5.93554e-05,5.93554e-05,0
0.3125,0.00145395,0.89464,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.00545977,0.00676346,0.107623,0,0,0,0,0,0,0,0.00165494,0,0.00330396,0,0,0,1,0.0021748,0.0021748,0
1,0.00014654,0.000809173,0,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
0.3125,0.000343454,0.00676346,0.107623,0.0145455,0,0,0,0,0,0,0.00703351,0,0.0187225,0.05,0,0,1,0.00492831,0.00492831,0
0.3125,0.00145395,0.89464,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.000503732,0.750576,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
0.3125,0.00145395,0.89464,0.121076,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.000528919,0.789966,0.982063,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.00014654,0.766439,0.0717489,0.00727273,0,0,0,0,0,0.0186581,0.0314439,0,0.00110132,0.1625,0,0,1,0.00635451,0.00635451,0
0.3125,0.000650272,0.801447,0.0717489,0.0109091,0.0239521,0,0,0.021097,0,0.0165052,0.00703351,0,0.00440529,0.175,0,0,1,0.0130988,0.0130988,0
0.3125,0.000438476,0.00676346,0.107623,0.0254545,0,0,0,0,0,0,0.0119983,0,0.0374449,0.0875,0,0,1,0.00186364,0.00186364,0
0.3125,0.000438476,0.00676346,0.107623,0.0254545,0,0,0,0,0,0,0.0119983,0,0.0374449,0.0875,0,0,1,0.00186364,0.00186364,0
0.3125,0.592965,0.0913754,0.107623,0.04,0.125749,0,0.0188679,0.0632911,0,0.00538213,0.0194456,0,0.030837,0.1375,0,0,1,0.560486,0.560486,0
0.3125,0.592965,0.0913754,0.107623,0.04,0.125749,0,0.0188679,0.0632911,0,0.00538213,0.0194456,0,0.030837,0.1375,0,0,1,0.560486,0.560486,0
0.3125,0.00472249,0.822226,0.107623,0.00363636,0,0,0,0,0,0.0157876,0.014067,0,0,0.1375,0,0,1,0.00800283,0.00800283,0
0.3125,0.00913702,0.00593902,0.107623,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
0.3125,2.28969e-05,0.759828,0.0717489,0.00363636,0,0,0,0,0,0.00143524,0.00289615,0,0,0.0125,0,0,1,7.35885e-05,7.35885e-05,0
0.3125,0.000773916,0.006794,0.107623,0.0290909,0.0419162,0,0,0.0548523,0,0.0039469,0.00868846,0,0.0297357,0.125,0,0,1,0.00636026,0.00636026,0
0.3125,0.00314031,0.849921,0.134529,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
0.3125,0.00366923,0.849937,0.134529,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
1,0.000269039,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
0.3125,0.00472249,0.822226,0.107623,0.00363636,0,0,0,0,0,0.0157876,0.014067,0,0,0.1375,0,0,1,0.00800283,0.00800283,0
0.3125,0.000248432,0.00676346,0.107623,0.0327273,0,0,0,0.0295359,0,0,0.0144808,0,0.0352423,0.125,0,0,1,0.00956484,0.00956484,0
0.3125,0.00314031,0.849921,0.134529,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
0.3125,0.000773916,0.006794,0.107623,0.0290909,0.0419162,0,0,0.0548523,0,0.0039469,0.00868846,0,0.0297357,0.125,0,0,1,0.00636026,0.00636026,0
0.3125,0.00366923,0.849937,0.134529,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
0.3125,0.592965,0.0913754,0.107623,0.04,0.125749,0,0.0188679,0.0632911,0,0.00538213,0.0194456,0,0.030837,0.1375,0,0,1,0.560486,0.560486,0
0.3125,0.00014654,0.766439,0.0717489,0.00727273,0,0,0,0,0,0.0186581,0.0314439,0,0.00110132,0.1625,0,0,1,0.00635451,0.00635451,0
0.3125,3.89248e-05,0.00122139,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.00014654,0.766439,0.0717489,0.00727273,0,0,0,0,0,0.0186581,0.0314439,0,0.00110132,0.1625,0,0,1,0.00635451,0.00635451,0
0.3125,1.03036e-05,0.006794,0.0717489,0.0509091,0.0299401,0,0,0.0337553,0,0.00215285,0.0182044,0,0.0627753,0.1875,0,0,1,0.0247889,0.0247889,0
0.3125,0.000438476,0.00676346,0.107623,0.0254545,0,0,0,0,0,0,0.0119983,0,0.0374449,0.0875,0,0,1,0.00186364,0.00186364,0
0.3125,0.000438476,0.00676346,0.107623,0.0254545,0,0,0,0,0,0,0.0119983,0,0.0374449,0.0875,0,0,1,0.00186364,0.00186364,0
0.3125,0.592965,0.0913754,0.107623,0.04,0.125749,0,0.0188679,0.0632911,0,0.00538213,0.0194456,0,0.030837,0.1375,0,0,1,0.560486,0.560486,0
0.3125,0.000773916,0.006794,0.107623,0.0290909,0.0419162,0,0,0.0548523,0,0.0039469,0.00868846,0,0.0297357,0.125,0,0,1,0.00636026,0.00636026,0
0.3125,0.000528919,0.789966,0.982063,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
1,0.000269039,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
0.3125,1.03036e-05,0.006794,0.0717489,0.0509091,0.0299401,0,0,0.0337553,0,0.00215285,0.0182044,0,0.0627753,0.1875,0,0,1,0.0247889,0.0247889,0
0.3125,5.49526e-05,0.828379,0.0762332,0.0109091,0.011976,0,0.0566038,0,0,0.0136347,0.0211005,0,0.00881057,0.1125,0,0,1,0.0305118,0.0305118,0
0.3125,3.89248e-05,0.00122139,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.000247287,0.00676346,0.107623,0.0581818,0.0179641,0,0,0.0126582,0,0,0.0198593,0,0.0903084,0.2125,0,0,1,0.0114718,0.0114718,0
0.3125,0.000291936,0.787829,0.121076,0.00363636,0.113772,0,0,0.0675105,0,0.00322928,0.0103434,0,0.0165198,0.075,0,0,1,0.00149645,0.00149645,0
0.3125,3.89248e-05,0.00122139,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.000947932,0.850166,0.107623,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
0.3125,0.00296744,0.00676346,0.107623,0.00363636,0,0,0,0,0,0,0.0045511,0,0.00550661,0.0125,0,0,1,0.00167467,0.00167467,0
0.3125,0.000500298,0.00134353,0.134529,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
0.3125,9.15877e-06,0.835555,0.0717489,0.0145455,0.0419162,0,0,0.0253165,0,0.0136347,0.0244104,0,0.0242291,0.2,0,0,1,0.00426662,0.00426662,0
1,5.83871e-05,0.759935,0,0.00363636,0,1,0,0,0,0.0039469,0.00413736,0,0,0.025,0,0.545455,0.454545,0.000105235,0.000105235,0
0.3125,0.0244848,0.672224,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.000317122,0.00676346,0.107623,0.0145455,0,0,0,0,0,0,0.00992966,0,0.0253304,0.075,0,0,1,0.00151992,0.00151992,0
0.3125,0.000248432,0.00676346,0.107623,0.0327273,0,0,0,0.0295359,0,0,0.0144808,0,0.0352423,0.125,0,0,1,0.00956484,0.00956484,0
0.3125,0.000248432,0.00676346,0.107623,0.0327273,0,0,0,0.0295359,0,0,0.0144808,0,0.0352423,0.125,0,0,1,0.00956484,0.00956484,0
0.3125,0.000500298,0.00134353,0.134529,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
0.3125,0.596296,0.0913754,0.107623,0.04,0.125749,0,0.0188679,0.0632911,0,0.00538213,0.0194456,0,0.030837,0.1375,0,0,1,0.560486,0.560486,0
0.3125,0.00296744,0.00676346,0.107623,0.00363636,0,0,0,0,0,0,0.0045511,0,0.00550661,0.0125,0,0,1,0.00167467,0.00167467,0
0.3125,9.15877e-06,0.835555,0.0717489,0.0145455,0.0419162,0,0,0.0253165,0,0.0136347,0.0244104,0,0.0242291,0.2,0,0,1,0.00426662,0.00426662,0
0.3125,0.000291936,0.787829,0.121076,0.00363636,0.113772,0,0,0.0675105,0,0.00322928,0.0103434,0,0.0165198,0.075,0,0,1,0.00149645,0.00149645,0
0.3125,0.00472249,0.822226,0.107623,0.00363636,0,0,0,0,0,0.0157876,0.014067,0,0,0.1375,0,0,1,0.00800283,0.00800283,0
0.3125,1.03036e-05,0.006794,0.0717489,0.0509091,0.0299401,0,0,0.0337553,0,0.00215285,0.0182044,0,0.0627753,0.1875,0,0,1,0.0247889,0.0247889,0
0.3125,0.000650272,0.801447,0.0717489,0.0109091,0.0239521,0,0,0.021097,0,0.0165052,0.00703351,0,0.00440529,0.175,0,0,1,0.0130988,0.0130988,0
0.3125,0.00472249,0.822226,0.107623,0.00363636,0,0,0,0,0,0.0157876,0.014067,0,0,0.1375,0,0,1,0.00800283,0.00800283,0
0.3125,0.00314031,0.849921,0.134529,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
0.3125,0.000247287,0.00676346,0.107623,0.0581818,0.0179641,0,0,0.0126582,0,0,0.0198593,0,0.0903084,0.2125,0,0,1,0.0114718,0.0114718,0
0.3125,0.000528919,0.789982,0.982063,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
0.3125,0.00366923,0.849937,0.134529,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
0.3125,0.00913702,0.00593902,0.107623,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
1,0.000216376,0.930976,0,0.00727273,0,0,0,0,0,0.00251166,0.00413736,0,0.00330396,0.025,0,0,1,0.000536469,0.000536469,0
0.3125,0.596296,0.0913754,0.107623,0.04,0.125749,0,0.0188679,0.0632911,0,0.00538213,0.0194456,0,0.030837,0.1375,0,0,1,0.560486,0.560486,0
1,0.000269039,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
0.3125,9.15877e-06,0.00676346,0.0717489,0.00727273,0,0,0,0,0,0,0.00661978,0,0.00660793,0.025,0,0,1,0.00101752,0.00101752,0
1,0.000269039,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
0.3125,0.000773916,0.006794,0.107623,0.0290909,0.0419162,0,0,0.0548523,0,0.0039469,0.00868846,0,0.0297357,0.125,0,0,1,0.00636026,0.00636026,0
