0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.4415e-05,0.000809173,0,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
1,4.92284e-05,0.95916,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.967404,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970137,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,6.98356e-05,0.759737,0.0717489,0.0109091,0.0239521,0,0,0.021097,0,0.0165052,0.00703351,0,0.00440529,0.175,0,0,1,0.0130988,0.0130988,0
1,4.92284e-05,0.969022,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.967664,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.961465,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.000364061,0.785004,0.107623,0.0181818,0.149701,0,0.113208,0.0970464,0,0.00681737,0.0239967,0,0.0297357,0.2,0,0,1,0.002747,0.002747,0
1,4.92284e-05,0.971328,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.69387e-05,0.959816,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.03732e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
0.3125,0.000652562,0.00593902,0.134529,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
1,4.80835e-05,0.958121,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.960137,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.969022,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970122,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.15181e-05,0.96174,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.03732e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
1,4.35041e-05,0.958518,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,6.06768e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.92284e-05,0.961465,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.967679,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.969022,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.03732e-05,0.00245805,0,0.196364,0,0,0,0,0,0,0.0566818,0,0.21696,0.3875,0,0,1,0.00243039,0.00243039,0
1,5.60974e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
0.3125,0.00746668,0.00593902,0.116592,0.614545,0.838323,0,0.660377,1,0,0.0322928,0.259412,0,0.573789,1,0,0,1,1,1,0
1,4.92284e-05,0.958686,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.968824,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.35041e-05,0.958518,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.958839,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
1,4.92284e-05,0.972229,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970122,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.972229,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.968824,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
1,4.92284e-05,0.969022,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.967679,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970122,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.971389,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.97203,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.83871e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.03732e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
0.3125,0.000399551,0.838165,0.107623,0.0218182,0.0299401,0,0,0.135021,0,0.0251166,0.0318577,0,0.00440529,0.2375,0,0,1,0.0136675,0.0136675,0
1,5.26629e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.49526e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.92284e-05,0.958686,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.971389,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.4649e-05,0.958625,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.971221,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.000399551,0.838165,0.107623,0.0218182,0.0299401,0,0,0.135021,0,0.0251166,0.0318577,0,0.00440529,0.2375,0,0,1,0.0136675,0.0136675,0
1,4.92284e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.80835e-05,0.968045,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.967374,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.00152379,0.782378,0.107623,0.08,0.359281,0,0.113208,0.295359,0,0.0362397,0.087712,0,0.129956,0.575,0,0,1,0.199776,0.199776,0
1,4.4649e-05,0.958625,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.83871e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.4649e-05,0.958213,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.972641,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.26629e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.80835e-05,0.968396,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.968045,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.03732e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
1,4.80835e-05,0.968396,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,7.32701e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.971389,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.968045,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.968045,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.967389,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.60974e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
1,5.26629e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
1,5.03732e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
1,4.92284e-05,0.970152,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.80835e-05,0.967389,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970152,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.958686,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.83871e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.80835e-05,0.968305,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.35041e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.80835e-05,0.968045,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.968076,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,0.000144251,0.773813,0,0.00727273,0.0179641,0,0,0.021097,0,0.024399,0.0326851,0,0,0.25,0,0,1,0.0133466,0.0133466,0
1,4.92284e-05,0.966732,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970122,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.4649e-05,0.958213,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.96945,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,7.32701e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.959862,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.972961,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.000153409,0.00676346,0.107623,0.0181818,0.00598802,0,0,0,0,0,0.0111709,0,0.0253304,0.0625,0,0,1,0.0103937,0.0103937,0
0.3125,0.00981133,0.0498939,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
1,4.4649e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.970152,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.15181e-05,0.959312,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.4649e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.26629e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
1,7.32701e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
0.3125,0.0033544,0.84157,0.107623,0.0254545,0.0778443,0,0,0.0590717,0,0.0283459,0.0500621,0,0.0187225,0.275,0,0,1,0.0112251,0.0112251,0
1,6.06768e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
0.3125,0.00981133,0.0498939,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
1,4.4649e-05,0.958442,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.969832,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.000105326,0.661567,0.107623,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
1,4.92284e-05,0.969893,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.00981133,0.0498939,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
1,0.000144251,0.773813,0,0.00727273,0.0179641,0,0,0.021097,0,0.024399,0.0326851,0,0,0.25,0,0,1,0.0133466,0.0133466,0
1,5.03732e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.4649e-05,0.958915,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.961633,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.35041e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
1,4.92284e-05,0.968076,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.00725718,0.850242,0.116592,0.0327273,0.101796,0,0.339623,0.177215,0,0.0179404,0.0604055,0,0.0671806,0.3125,0,0,1,0.829434,0.829434,0
1,4.92284e-05,0.959862,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.968076,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.000153409,0.00676346,0.107623,0.0181818,0.00598802,0,0,0,0,0,0.0111709,0,0.0253304,0.0625,0,0,1,0.0103937,0.0103937,0
0.3125,0.00246142,0.00676346,0.107623,0.0145455,0,0,0,0,0,0,0.00703351,0,0.0187225,0.05,0,0,1,0.00492831,0.00492831,0
0.3125,0.000153409,0.00676346,0.107623,0.0181818,0.00598802,0,0,0,0,0,0.0111709,0,0.0253304,0.0625,0,0,1,0.0103937,0.0103937,0
1,4.92284e-05,0.971267,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.15181e-05,0.00245805,0,0.196364,0,0,0,0,0,0,0.0566818,0,0.21696,0.3875,0,0,1,0.00243039,0.00243039,0
1,4.92284e-05,0.969832,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.72423e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
0.3125,0.000105326,0.661567,0.107623,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
0.3125,0.00981133,0.0498939,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
1,4.80835e-05,0.967389,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.961633,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.969893,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.03732e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,5.26629e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.03732e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.57938e-05,0.944411,0,0.0218182,0.0299401,0,0,0.135021,0,0.0251166,0.0318577,0,0.00440529,0.2375,0,0,1,0.0136675,0.0136675,0
1,4.92284e-05,0.969755,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,6.06768e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,6.06768e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,5.03732e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.57938e-05,0.944411,0,0.0218182,0.0299401,0,0,0.135021,0,0.0251166,0.0318577,0,0.00440529,0.2375,0,0,1,0.0136675,0.0136675,0
1,4.57938e-05,0.944411,0,0.0218182,0.0299401,0,0,0.135021,0,0.0251166,0.0318577,0,0.00440529,0.2375,0,0,1,0.0136675,0.0136675,0
1,0.000275908,0.858929,0,0.0254545,0.0958084,0,0,0.113924,0,0.0136347,0.0231692,0,0.00770925,0.1625,0,0,1,0.00670231,0.00670231,0
1,4.92284e-05,0.969755,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970045,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.00484613,0.983221,0.107623,0.00727273,0.0658683,0,0.0566038,0.0295359,0,0.0229638,0.0256516,0,0,0.2,0,0,1,0.0200901,0.0200901,0
1,6.06768e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,5.26629e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.92284e-05,0.961633,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.000105326,0.661567,0.107623,0.0109091,1,0,0,0.755274,0,0.0531037,0.0897807,0,0.106828,0.5875,0,0,1,0.0481691,0.0481691,0
1,5.03732e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.80835e-05,0.968442,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.35041e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
0.3125,0.000560974,0.874594,0.121076,0.0254545,0.0958084,0,0,0.113924,0,0.0136347,0.0231692,0,0.00770925,0.1625,0,0,1,0.00670231,0.00670231,0
1,5.26629e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.92284e-05,0.959648,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
0.3125,0.00981133,0.0498939,0.107623,0.236364,0.0958084,0,1,0.379747,0,0.00932903,0.0922631,0,0.236784,0.5625,0,0,1,0.077549,0.077549,0
1,5.03732e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,5.72423e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.35041e-05,0.00245805,0,0.0363636,0,0,0,0,0,0,0.0244104,0,0.0396476,0.125,0,0,1,0.000410945,0.000410945,0
1,5.72423e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.966809,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.03732e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.15181e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
1,5.03732e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,4.92284e-05,0.971251,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.961633,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.72423e-05,0.00245805,0,1,0,0,0,0,0,0,0.429872,0,1,0.675,0,0,1,0.0108054,0.0108054,0
1,5.03732e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.00245805,0,0.0690909,0,0,0,0,0,0,0.0169632,0,0.0704846,0.2125,0,0,1,0.000734068,0.000734068,0
1,4.92284e-05,0.969267,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.15181e-05,0.00245805,0,0.4,0,0,0,0,0,0,0.195283,0,0.406388,0.6125,0,0,1,0.00459005,0.00459005,0
1,6.18217e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.80835e-05,0.968687,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.970213,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.969557,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,5.03732e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,5.26629e-05,0.00245805,0,0.836364,0,0,0,0,0,0,0.402979,0,0.840308,0.6125,0,0,1,0.00927306,0.00927306,0
1,4.92284e-05,0.971251,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.972519,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
1,4.92284e-05,0.969267,0,0.0836364,0.0538922,0,0.0566038,0.0675105,0,1,1,0,0.0726872,0.975,0,0,1,0.0506182,0.0506182,0
